Year,Month,Monthly_Top10,Sensor_ID,Monthly_Counts,Location,Sensor_Description,Latitude,Longitude
2012,March,4,5,754918,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2012,March,5,1,751873,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2012,March,6,15,670004,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2012,March,7,13,569596,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2012,March,8,16,550606,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2012,March,9,7,401500,"{'latitude': '-37.81862929', 'longitude': '144.97169395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Birrarung Marr,-37.81862929,144.97169395
2012,May,0,4,1213806,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2012,May,1,3,879005,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2012,May,2,6,829807,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2012,May,3,2,812254,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2012,May,4,1,690695,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2012,May,5,13,606867,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2012,May,6,15,597685,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2012,May,7,5,584572,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2012,May,8,16,511960,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2012,May,9,17,366796,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2012,November,0,4,1097719,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2012,November,1,3,897542,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2012,November,2,1,869758,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2012,November,3,2,846704,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2012,November,4,6,717746,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2012,November,5,5,695578,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2012,November,6,15,544294,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2012,November,7,13,540514,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2012,November,8,16,525090,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2012,November,9,9,342801,"{'latitude': '-37.81982992', 'longitude': '144.95102556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Southern Cross Station,-37.81982992,144.95102556
2012,October,0,4,1043780,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2012,October,1,3,906661,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2012,October,2,6,838925,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2012,October,3,1,788582,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2012,October,4,2,773389,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2012,October,5,5,662185,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2012,October,6,13,580996,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2012,October,7,15,566445,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2012,October,8,16,524900,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2012,October,9,7,413742,"{'latitude': '-37.81862929', 'longitude': '144.97169395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Birrarung Marr,-37.81862929,144.97169395
2012,September,0,4,993690,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2012,September,1,3,910455,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2012,September,2,6,783968,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2012,September,3,1,752744,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2012,September,4,2,749446,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2012,September,5,5,663964,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2012,September,6,13,496204,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2012,September,7,16,491753,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2012,September,8,7,435904,"{'latitude': '-37.81862929', 'longitude': '144.97169395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Birrarung Marr,-37.81862929,144.97169395
2012,September,9,9,329746,"{'latitude': '-37.81982992', 'longitude': '144.95102556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Southern Cross Station,-37.81982992,144.95102556
2013,April,0,4,1134511,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2013,April,1,3,978527,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2013,April,2,1,810826,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2013,April,3,2,784050,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2013,April,4,5,721433,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2013,April,5,15,613999,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2013,April,6,6,611924,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2013,April,7,16,518370,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2013,April,8,13,517956,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2013,April,9,9,369313,"{'latitude': '-37.81982992', 'longitude': '144.95102556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Southern Cross Station,-37.81982992,144.95102556
2013,August,0,4,1058173,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2013,August,1,3,957645,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2013,August,2,1,817304,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2013,August,3,2,772946,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2013,August,4,5,733894,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2013,August,5,6,606158,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2013,August,6,13,569941,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2013,August,7,16,544854,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2013,August,8,9,387562,"{'latitude': '-37.81982992', 'longitude': '144.95102556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Southern Cross Station,-37.81982992,144.95102556
2013,August,9,17,321346,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2013,December,0,4,1327894,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2013,December,1,2,1145625,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2013,December,2,1,1141824,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2013,December,3,22,1117051,"{'latitude': '-37.81786445', 'longitude': '144.96506823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders St-Elizabeth St (East),-37.81786445,144.96506823
