Year,Month,Monthly_Top10,Sensor_ID,Monthly_Counts,Location,Sensor_Description,Latitude,Longitude
2009,August,0,4,1050461,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2009,August,1,2,847853,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2009,August,2,3,827432,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2009,August,3,6,721539,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2009,August,4,5,700272,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2009,August,5,1,560625,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2009,August,6,13,540355,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2009,August,7,15,539908,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2009,August,8,16,489810,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2009,August,9,17,326793,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2009,December,0,4,1198678,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2009,December,1,2,1022298,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2009,December,2,1,841261,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2009,December,3,3,795765,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2009,December,4,6,777770,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2009,December,5,5,705360,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2009,December,6,16,551491,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2009,December,7,13,470939,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2009,December,8,15,459247,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2009,December,9,17,316187,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2009,July,0,4,1110075,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2009,July,1,2,877690,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2009,July,2,3,826210,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2009,July,3,6,757096,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2009,July,4,5,743246,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2009,July,5,1,610587,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2009,July,6,13,562069,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2009,July,7,16,530208,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2009,July,8,15,525256,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2009,July,9,17,346578,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2009,June,0,4,1009857,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2009,June,1,1,801945,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2009,June,2,3,740878,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2009,June,3,6,674285,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2009,June,4,5,635352,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2009,June,5,2,593036,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2009,June,6,13,527632,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2009,June,7,16,484893,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2009,June,8,15,466171,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2009,June,9,17,327694,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2009,May,0,4,1095125,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2009,May,1,1,842470,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2009,May,2,6,729966,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2009,May,3,5,711896,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2009,May,4,2,628472,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2009,May,5,15,570028,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2009,May,6,13,538822,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2009,May,7,16,521101,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2009,May,8,3,347366,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2009,May,9,17,337352,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2009,November,0,4,1075112,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2009,November,1,2,819881,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2009,November,2,3,793497,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2009,November,3,6,731875,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2009,November,4,1,706073,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2009,November,5,5,700342,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2009,November,6,13,503682,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2009,November,7,16,497652,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2009,November,8,15,481941,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2009,November,9,17,326776,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2009,October,0,4,1058684,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2009,October,1,2,866911,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2009,October,2,6,748989,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2009,October,3,5,725048,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2009,October,4,3,724329,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2009,October,5,1,568757,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2009,October,6,15,560199,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2009,October,7,13,551139,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2009,October,8,16,511023,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2009,October,9,17,349472,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2009,September,0,4,1017890,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2009,September,1,2,836776,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2009,September,2,3,780036,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2009,September,3,6,700836,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2009,September,4,5,699272,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2009,September,5,13,545023,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2009,September,6,1,532613,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2009,September,7,15,518451,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2009,September,8,16,481442,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2009,September,9,17,334670,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2010,April,0,4,1111326,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2010,April,1,3,837419,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2010,April,2,2,779147,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2010,April,3,5,743949,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2010,April,4,6,709573,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2010,April,5,1,584322,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2010,April,6,15,545050,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2010,April,7,16,513211,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2010,April,8,13,487441,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2010,April,9,17,319625,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2010,August,0,4,1036046,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2010,August,1,3,781308,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2010,August,2,2,750070,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2010,August,3,6,723723,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2010,August,4,5,630601,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2010,August,5,1,610958,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2010,August,6,13,556535,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2010,August,7,15,510291,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2010,August,8,16,506910,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2010,August,9,17,339983,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2010,December,0,4,1232520,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2010,December,1,2,1192427,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2010,December,2,6,847734,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2010,December,3,3,780191,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2010,December,4,5,620999,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2010,December,5,16,588052,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2010,December,6,15,474262,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2010,December,7,13,468864,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2010,December,8,17,337140,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2010,December,9,14,262484,"{'latitude': '-37.82011242', 'longitude': '144.96291898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sandridge Bridge,-37.82011242,144.96291898
2010,February,0,4,948404,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2010,February,1,3,715260,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2010,February,2,2,712874,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2010,February,3,6,676841,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2010,February,4,5,676447,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2010,February,5,1,557650,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2010,February,6,13,517041,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2010,February,7,16,473198,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2010,February,8,15,453229,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2010,February,9,17,319189,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2010,January,0,4,1046480,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2010,January,1,2,780024,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2010,January,2,5,705279,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2010,January,3,3,703179,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2010,January,4,6,689157,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2010,January,5,1,582056,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
2010,January,6,16,463533,"{'latitude': '-37.81573423', 'longitude': '144.96521044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Australia on Collins,-37.81573423,144.96521044
2010,January,7,15,407403,"{'latitude': '-37.81064378', 'longitude': '144.96447132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",State Library,-37.81064378,144.96447132
2010,January,8,13,390248,"{'latitude': '-37.81239679', 'longitude': '144.95652653', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flagstaff Station,-37.81239679,144.95652653
2010,January,9,17,266250,"{'latitude': '-37.81362542', 'longitude': '144.97323592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Collins Place (South),-37.81362542,144.97323592
2010,July,0,4,1104454,"{'latitude': '-37.81487988', 'longitude': '144.9660878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Town Hall (West),-37.81487988,144.9660878
2010,July,1,3,825843,"{'latitude': '-37.81101523', 'longitude': '144.96429485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Melbourne Central,-37.81101523,144.96429485
2010,July,2,2,807012,"{'latitude': '-37.81380667', 'longitude': '144.96516719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (South),-37.81380667,144.96516719
2010,July,3,6,755116,"{'latitude': '-37.81911704', 'longitude': '144.96558256', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Flinders Street Station Underpass,-37.81911704,144.96558256
2010,July,4,5,688388,"{'latitude': '-37.81874249', 'longitude': '144.96787656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Princes Bridge,-37.81874249,144.96787656
2010,July,5,1,615352,"{'latitude': '-37.8134944', 'longitude': '144.96515324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bourke Street Mall (North),-37.8134944,144.96515324
